health_record_id,pet_id,checkup_date,health_status,vaccination_status
611,1219,2018-12-20,Healthy,Needs Update
612,1387,2018-12-20,Healthy,Up to Date
613,906,2018-12-22,Healthy,Up to Date
614,995,2018-12-23,Healthy,Up to Date
615,1436,2018-12-23,Special Attention,Up to Date
616,1643,2018-12-23,Needs Care,Up to Date
617,1194,2018-12-24,Healthy,Up to Date
618,1538,2018-12-26,Healthy,Up to Date
619,359,2018-12-28,Healthy,Up to Date
620,185,2018-12-29,Healthy,Up to Date
621,1408,2018-12-30,Healthy,Needs Update
622,1816,2018-12-30,Healthy,Up to Date
623,1957,2018-12-31,Needs Care,Up to Date
624,139,2019-01-01,Healthy,Up to Date
625,405,2019-01-01,Healthy,Up to Date
626,621,2019-01-01,Healthy,Up to Date
627,881,2019-01-01,Healthy,Up to Date
628,903,2019-01-01,Healthy,Up to Date
629,1368,2019-01-01,Healthy,Up to Date
630,1987,2019-01-01,Healthy,Up to Date
631,696,2019-01-02,Needs Care,Up to Date
632,1833,2019-01-02,Healthy,Up to Date
633,922,2019-01-04,Needs Care,Up to Date
634,729,2019-01-06,Needs Care,Up to Date
635,238,2019-01-07,Healthy,Up to Date
636,599,2019-01-08,Healthy,Up to Date
637,670,2019-01-08,Healthy,Up to Date
638,835,2019-01-08,Needs Care,Up to Date
639,866,2019-01-08,Healthy,Up to Date
640,1087,2019-01-09,Needs Care,Up to Date
641,1692,2019-01-09,Healthy,Up to Date
642,1985,2019-01-09,Healthy,Up to Date
643,283,2019-01-10,Needs Care,Up to Date
644,520,2019-01-10,Healthy,Up to Date
645,1624,2019-01-11,Under Observation,Up to Date
646,1962,2019-01-11,Needs Care,Up to Date
647,376,2019-01-13,Needs Care,Up to Date
648,1579,2019-01-14,Healthy,Up to Date
649,749,2019-01-16,Needs Care,Up to Date
650,858,2019-01-16,Healthy,Up to Date
651,269,2019-01-17,Special Attention,Up to Date
652,332,2019-01-17,Needs Care,Up to Date
653,353,2019-01-18,Healthy,Up to Date
654,662,2019-01-18,Healthy,Up to Date
655,1344,2019-01-18,Healthy,Up to Date
656,630,2019-01-19,Healthy,Up to Date
657,649,2019-01-19,Healthy,Up to Date
658,412,2019-01-20,Healthy,Up to Date
659,1227,2019-01-20,Needs Care,Up to Date
660,980,2019-01-22,Healthy,Up to Date
661,1892,2019-01-22,Healthy,Up to Date
662,1591,2019-01-24,Healthy,Up to Date
663,1819,2019-01-24,Needs Care,Up to Date
664,918,2019-01-25,Healthy,Up to Date
665,1150,2019-01-25,Healthy,Up to Date
666,634,2019-01-26,Healthy,Up to Date
667,1747,2019-01-26,Needs Care,Up to Date
668,470,2019-01-27,Needs Care,Up to Date
669,545,2019-01-27,Healthy,Up to Date
670,1528,2019-01-28,Healthy,Up to Date
671,657,2019-01-29,Needs Care,Up to Date
672,989,2019-01-30,Healthy,Needs Update
673,1016,2019-01-30,Special Attention,Up to Date
674,1703,2019-01-30,Healthy,Up to Date
675,79,2019-02-01,Under Observation,Up to Date
676,102,2019-02-01,Needs Care,Up to Date
677,308,2019-02-01,Healthy,Needs Update
678,401,2019-02-01,Needs Care,Up to Date
679,478,2019-02-01,Healthy,Up to Date
680,1022,2019-02-01,Healthy,Up to Date
681,1117,2019-02-01,Needs Care,Up to Date
682,1176,2019-02-01,Healthy,Up to Date
683,1826,2019-02-01,Healthy,Up to Date
684,1840,2019-02-01,Needs Care,Up to Date
685,1918,2019-02-01,Special Attention,Up to Date
686,682,2019-02-02,Healthy,Up to Date
687,1129,2019-02-02,Needs Care,Up to Date
688,1863,2019-02-03,Healthy,Up to Date
689,95,2019-02-04,Healthy,Needs Update
690,647,2019-02-04,Needs Care,Up to Date
691,1121,2019-02-04,Needs Care,Up to Date
692,591,2019-02-05,Healthy,Up to Date
693,816,2019-02-05,Needs Care,Up to Date
694,1708,2019-02-05,Needs Care,Up to Date
695,971,2019-02-06,Healthy,Up to Date
696,1260,2019-02-07,Healthy,Needs Update
697,1263,2019-02-08,Needs Care,Up to Date
698,1588,2019-02-11,Healthy,Up to Date
699,347,2019-02-12,Healthy,Needs Update
700,735,2019-02-12,Healthy,Up to Date
701,1928,2019-02-12,Special Attention,Up to Date
702,536,2019-02-13,Healthy,Up to Date
703,1519,2019-02-13,Healthy,Up to Date
704,360,2019-02-14,Healthy,Up to Date
705,452,2019-02-14,Healthy,Up to Date
706,928,2019-02-15,Healthy,Up to Date
707,858,2019-02-16,Healthy,Up to Date
708,242,2019-02-18,Healthy,Up to Date
709,664,2019-02-18,Healthy,Up to Date
710,68,2019-02-19,Needs Care,Up to Date
711,1164,2019-02-19,Healthy,Up to Date
712,756,2019-02-20,Needs Care,Up to Date
713,986,2019-02-20,Needs Care,Up to Date
714,1862,2019-02-20,Healthy,Up to Date
715,1243,2019-02-23,Needs Care,Up to Date
716,1044,2019-02-24,Special Attention,Needs Update
717,1103,2019-02-24,Needs Care,Up to Date
718,1583,2019-02-24,Healthy,Up to Date
719,1730,2019-02-24,Needs Care,Needs Update
720,1654,2019-02-26,Special Attention,Up to Date
721,1768,2019-02-27,Healthy,Up to Date
722,1108,2019-02-28,Healthy,Up to Date
723,1618,2019-02-28,Special Attention,Up to Date
724,542,2019-03-01,Needs Care,Up to Date
725,587,2019-03-01,Needs Care,Up to Date
726,693,2019-03-01,Healthy,Up to Date
727,1007,2019-03-01,Healthy,Up to Date
728,1292,2019-03-01,Healthy,Up to Date
729,1635,2019-03-01,Healthy,Needs Update
730,1741,2019-03-01,Healthy,Up to Date
731,1778,2019-03-01,Under Observation,Up to Date
732,1870,2019-03-01,Healthy,Up to Date
733,1890,2019-03-01,Healthy,Up to Date
734,40,2019-03-02,Healthy,Up to Date
735,1792,2019-03-02,Healthy,Up to Date
736,1903,2019-03-02,Healthy,Needs Update
737,1718,2019-03-03,Healthy,Up to Date
738,671,2019-03-04,Special Attention,Up to Date
739,1394,2019-03-05,Healthy,Up to Date
740,1456,2019-03-05,Healthy,Up to Date
741,1504,2019-03-05,Healthy,Up to Date
742,39,2019-03-08,Healthy,Up to Date
743,153,2019-03-08,Special Attention,Up to Date
744,1075,2019-03-08,Needs Care,Up to Date
745,1184,2019-03-08,Healthy,Up to Date
746,1398,2019-03-08,Healthy,Up to Date
747,506,2019-03-09,Healthy,Up to Date
748,1282,2019-03-09,Healthy,Needs Update
749,278,2019-03-10,Healthy,Up to Date
750,1358,2019-03-10,Healthy,Up to Date
751,194,2019-03-11,Needs Care,Up to Date
752,534,2019-03-11,Needs Care,Needs Update
753,1518,2019-03-11,Healthy,Up to Date
754,1956,2019-03-11,Special Attention,Up to Date
755,845,2019-03-13,Healthy,Up to Date
756,53,2019-03-14,Healthy,Up to Date
757,420,2019-03-14,Healthy,Needs Update
758,639,2019-03-14,Healthy,Up to Date
759,1520,2019-03-14,Healthy,Up to Date
760,913,2019-03-15,Healthy,Up to Date
761,1097,2019-03-15,Needs Care,Up to Date
762,1303,2019-03-15,Healthy,Up to Date
763,270,2019-03-16,Needs Care,Up to Date
764,791,2019-03-16,Needs Care,Up to Date
765,1823,2019-03-16,Healthy,Needs Update
766,1965,2019-03-16,Healthy,Up to Date
767,1986,2019-03-16,Healthy,Needs Update
768,820,2019-03-17,Healthy,Up to Date
769,1209,2019-03-17,Healthy,Up to Date
770,335,2019-03-18,Healthy,Up to Date
771,525,2019-03-18,Needs Care,Needs Update
772,841,2019-03-18,Healthy,Up to Date
773,1254,2019-03-18,Under Observation,Needs Update
774,1079,2019-03-22,Healthy,Up to Date
775,98,2019-03-23,Needs Care,Up to Date
776,510,2019-03-23,Special Attention,Up to Date
777,427,2019-03-24,Healthy,Up to Date
778,1298,2019-03-24,Healthy,Up to Date
779,1968,2019-03-24,Healthy,Up to Date
780,706,2019-03-26,Healthy,Up to Date
781,1595,2019-03-26,Needs Care,Up to Date
782,1007,2019-03-27,Healthy,Up to Date
783,879,2019-03-28,Healthy,Up to Date
784,654,2019-03-29,Healthy,Up to Date
785,106,2019-03-30,Healthy,Up to Date
786,603,2019-03-30,Healthy,Up to Date
787,960,2019-03-30,Healthy,Up to Date
788,1035,2019-03-30,Healthy,Up to Date
789,1120,2019-03-30,Healthy,Up to Date
790,1437,2019-03-30,Special Attention,Up to Date
791,1466,2019-03-30,Healthy,Up to Date
792,70,2019-04-01,Under Observation,Up to Date
793,74,2019-04-01,Healthy,Up to Date
794,135,2019-04-01,Healthy,Up to Date
795,732,2019-04-01,Under Observation,Up to Date
796,952,2019-04-01,Needs Care,Up to Date
797,1270,2019-04-01,Healthy,Up to Date
798,1353,2019-04-01,Healthy,Up to Date
799,1362,2019-04-01,Healthy,Needs Update
800,1605,2019-04-01,Healthy,Up to Date
801,1769,2019-04-01,Healthy,Up to Date
802,1831,2019-04-01,Healthy,Up to Date
803,128,2019-04-02,Healthy,Up to Date
804,1166,2019-04-02,Healthy,Up to Date
805,1712,2019-04-02,Needs Care,Up to Date
806,1341,2019-04-03,Healthy,Up to Date
807,500,2019-04-04,Healthy,Up to Date
808,579,2019-04-04,Healthy,Up to Date
809,1587,2019-04-04,Needs Care,Up to Date
810,1854,2019-04-04,Healthy,Needs Update
811,112,2019-04-05,Needs Care,Up to Date
812,850,2019-04-05,Special Attention,Up to Date
813,1942,2019-04-06,Healthy,Up to Date
814,206,2019-04-07,Needs Care,Up to Date
815,584,2019-04-07,Healthy,Up to Date
816,338,2019-04-08,Healthy,Up to Date
817,620,2019-04-08,Healthy,Up to Date
818,1672,2019-04-08,Needs Care,Up to Date
819,1365,2019-04-09,Healthy,Up to Date
820,1596,2019-04-11,Needs Care,Up to Date
821,1759,2019-04-11,Healthy,Up to Date
822,1787,2019-04-11,Healthy,Up to Date
823,318,2019-04-12,Healthy,Up to Date
824,494,2019-04-12,Healthy,Up to Date
825,828,2019-04-12,Needs Care,Up to Date
826,1503,2019-04-12,Healthy,Up to Date
827,557,2019-04-13,Healthy,Up to Date
828,755,2019-04-13,Needs Care,Up to Date
829,1700,2019-04-13,Healthy,Up to Date
830,1843,2019-04-13,Needs Care,Up to Date
831,354,2019-04-16,Needs Care,Up to Date
832,543,2019-04-16,Healthy,Up to Date
833,342,2019-04-17,Healthy,Up to Date
834,955,2019-04-17,Needs Care,Up to Date
835,1114,2019-04-17,Healthy,Up to Date
836,158,2019-04-18,Healthy,Up to Date
837,673,2019-04-18,Healthy,Up to Date
838,878,2019-04-18,Healthy,Up to Date
839,969,2019-04-18,Healthy,Up to Date
840,1198,2019-04-19,Healthy,Up to Date
841,1320,2019-04-19,Healthy,Up to Date
842,897,2019-04-20,Special Attention,Up to Date
843,1048,2019-04-20,Healthy,Up to Date
844,1539,2019-04-20,Healthy,Up to Date
845,505,2019-04-21,Healthy,Up to Date
846,653,2019-04-21,Needs Care,Up to Date
847,464,2019-04-22,Healthy,Up to Date
848,896,2019-04-22,Healthy,Needs Update
849,940,2019-04-22,Healthy,Up to Date
850,17,2019-04-23,Healthy,Up to Date
851,845,2019-04-23,Needs Care,Up to Date
852,1934,2019-04-23,Healthy,Up to Date
853,643,2019-04-24,Healthy,Needs Update
854,14,2019-04-25,Healthy,Up to Date
855,1648,2019-04-26,Healthy,Up to Date
856,838,2019-04-27,Healthy,Up to Date
857,851,2019-04-27,Healthy,Up to Date
858,99,2019-04-29,Healthy,Up to Date
859,314,2019-04-29,Healthy,Up to Date
860,1206,2019-04-29,Healthy,Up to Date
861,1296,2019-04-29,Needs Care,Up to Date
862,1612,2019-04-29,Healthy,Needs Update
863,30,2019-04-30,Healthy,Up to Date
864,738,2019-04-30,Healthy,Up to Date
865,1197,2019-04-30,Needs Care,Up to Date
866,72,2019-05-01,Needs Care,Up to Date
867,117,2019-05-01,Needs Care,Up to Date
868,445,2019-05-01,Needs Care,Up to Date
869,600,2019-05-01,Healthy,Up to Date
870,641,2019-05-01,Healthy,Up to Date
871,833,2019-05-01,Needs Care,Up to Date
872,868,2019-05-01,Healthy,Up to Date
873,885,2019-05-01,Healthy,Up to Date
874,900,2019-05-01,Healthy,Up to Date
875,927,2019-05-01,Healthy,Up to Date
876,1223,2019-05-01,Healthy,Needs Update
877,1502,2019-05-01,Needs Care,Up to Date
878,1645,2019-05-01,Healthy,Needs Update
879,1766,2019-05-01,Needs Care,Needs Update
880,1771,2019-05-01,Healthy,Up to Date
881,1995,2019-05-01,Healthy,Up to Date
882,1779,2019-05-02,Healthy,Up to Date
883,1449,2019-05-03,Healthy,Up to Date
884,1983,2019-05-03,Needs Care,Up to Date
885,198,2019-05-04,Special Attention,Up to Date
886,403,2019-05-07,Healthy,Up to Date
887,734,2019-05-07,Needs Care,Up to Date
888,1713,2019-05-07,Healthy,Needs Update
889,743,2019-05-08,Healthy,Up to Date
890,766,2019-05-08,Healthy,Up to Date
891,1996,2019-05-09,Healthy,Up to Date
892,206,2019-05-10,Needs Care,Up to Date
893,615,2019-05-10,Needs Care,Up to Date
894,1805,2019-05-10,Special Attention,Up to Date
895,1714,2019-05-11,Healthy,Up to Date
896,588,2019-05-12,Healthy,Needs Update
897,1304,2019-05-12,Needs Care,Up to Date
898,871,2019-05-13,Healthy,Up to Date
899,1083,2019-05-13,Healthy,Up to Date
900,1581,2019-05-13,Healthy,Needs Update
901,1219,2019-05-14,Healthy,Up to Date
902,175,2019-05-15,Healthy,Needs Update
903,374,2019-05-15,Healthy,Up to Date
904,598,2019-05-15,Needs Care,Up to Date
905,1710,2019-05-15,Needs Care,Up to Date
906,175,2019-05-17,Needs Care,Up to Date
907,751,2019-05-18,Needs Care,Up to Date
908,790,2019-05-19,Special Attention,Up to Date
909,1324,2019-05-19,Needs Care,Up to Date
910,1457,2019-05-19,Special Attention,Up to Date
911,1632,2019-05-24,Needs Care,Up to Date
912,622,2019-05-25,Needs Care,Needs Update
913,1566,2019-05-25,Healthy,Up to Date
914,176,2019-05-26,Healthy,Up to Date
915,14,2019-05-28,Needs Care,Up to Date
916,311,2019-05-28,Healthy,Up to Date
917,1761,2019-05-28,Needs Care,Up to Date
918,1867,2019-05-28,Healthy,Up to Date
919,1961,2019-05-28,Healthy,Up to Date
920,525,2019-05-29,Needs Care,Up to Date
921,178,2019-05-30,Under Observation,Up to Date
922,521,2019-05-30,Healthy,Up to Date
923,1407,2019-05-30,Healthy,Up to Date
924,1409,2019-05-30,Healthy,Up to Date
925,1911,2019-05-31,Healthy,Up to Date
926,43,2019-06-01,Healthy,Up to Date
927,62,2019-06-01,Healthy,Up to Date
928,187,2019-06-01,Healthy,Up to Date
929,361,2019-06-01,Needs Care,Up to Date
930,432,2019-06-01,Healthy,Up to Date
931,930,2019-06-01,Needs Care,Up to Date
932,1112,2019-06-01,Special Attention,Up to Date
933,1190,2019-06-01,Needs Care,Up to Date
934,1374,2019-06-01,Healthy,Up to Date
935,1898,2019-06-01,Healthy,Up to Date
936,193,2019-06-02,Healthy,Up to Date
937,521,2019-06-02,Needs Care,Up to Date
938,1573,2019-06-02,Healthy,Up to Date
939,1638,2019-06-02,Healthy,Up to Date
940,604,2019-06-03,Healthy,Up to Date
941,1856,2019-06-03,Needs Care,Up to Date
942,261,2019-06-05,Healthy,Needs Update
943,1775,2019-06-05,Healthy,Up to Date
944,88,2019-06-06,Healthy,Up to Date
945,160,2019-06-06,Healthy,Up to Date
946,821,2019-06-07,Healthy,Up to Date
947,1354,2019-06-07,Special Attention,Up to Date
948,667,2019-06-08,Needs Care,Up to Date
949,460,2019-06-09,Needs Care,Up to Date
950,614,2019-06-09,Healthy,Up to Date
951,775,2019-06-10,Healthy,Up to Date
952,1451,2019-06-11,Healthy,Up to Date
953,959,2019-06-12,Healthy,Up to Date
954,767,2019-06-14,Healthy,Up to Date
955,1067,2019-06-15,Needs Care,Up to Date
956,1493,2019-06-16,Healthy,Up to Date
957,1929,2019-06-17,Healthy,Needs Update
958,731,2019-06-18,Needs Care,Up to Date
959,1580,2019-06-18,Healthy,Up to Date
960,854,2019-06-19,Needs Care,Up to Date
961,1086,2019-06-19,Healthy,Up to Date
962,1494,2019-06-19,Needs Care,Up to Date
963,1181,2019-06-20,Needs Care,Up to Date
964,1387,2019-06-20,Healthy,Up to Date
965,1289,2019-06-21,Healthy,Up to Date
966,906,2019-06-22,Special Attention,Up to Date
967,1906,2019-06-22,Needs Care,Up to Date
968,995,2019-06-23,Healthy,Needs Update
969,1865,2019-06-23,Healthy,Up to Date
970,1194,2019-06-24,Healthy,Up to Date
971,699,2019-06-26,Needs Care,Up to Date
972,1538,2019-06-26,Healthy,Up to Date
973,359,2019-06-28,Needs Care,Needs Update
974,741,2019-06-28,Healthy,Up to Date
975,185,2019-06-29,Healthy,Up to Date
976,1408,2019-06-30,Needs Care,Up to Date
977,1763,2019-06-30,Healthy,Up to Date
978,1816,2019-06-30,Healthy,Up to Date
979,1,2019-07-01,Healthy,Up to Date
980,89,2019-07-01,Healthy,Up to Date
981,173,2019-07-01,Needs Care,Needs Update
982,570,2019-07-01,Healthy,Needs Update
983,580,2019-07-01,Special Attention,Up to Date
984,716,2019-07-01,Needs Care,Up to Date
985,717,2019-07-01,Healthy,Up to Date
986,926,2019-07-01,Healthy,Up to Date
987,1389,2019-07-01,Healthy,Up to Date
988,1405,2019-07-01,Healthy,Up to Date
989,1592,2019-07-01,Healthy,Up to Date
990,1731,2019-07-01,Healthy,Up to Date
991,1917,2019-07-01,Healthy,Up to Date
992,1118,2019-07-02,Healthy,Up to Date
993,1833,2019-07-02,Needs Care,Up to Date
994,1616,2019-07-03,Needs Care,Up to Date
995,729,2019-07-06,Needs Care,Needs Update
996,238,2019-07-07,Healthy,Up to Date
997,599,2019-07-08,Needs Care,Up to Date
998,670,2019-07-08,Healthy,Up to Date
999,835,2019-07-08,Healthy,Up to Date
1000,866,2019-07-08,Healthy,Up to Date
1001,1087,2019-07-09,Healthy,Up to Date
1002,1692,2019-07-09,Healthy,Up to Date
1003,1985,2019-07-09,Healthy,Up to Date
1004,283,2019-07-10,Healthy,Up to Date
1005,1894,2019-07-10,Needs Care,Up to Date
1006,1624,2019-07-11,Special Attention,Up to Date
1007,1153,2019-07-12,Healthy,Up to Date
1008,376,2019-07-13,Healthy,Needs Update
1009,1632,2019-07-13,Healthy,Up to Date
1010,1579,2019-07-14,Healthy,Up to Date
1011,749,2019-07-16,Healthy,Up to Date
1012,269,2019-07-17,Healthy,Up to Date
1013,411,2019-07-17,Healthy,Up to Date
1014,353,2019-07-18,Healthy,Needs Update
1015,473,2019-07-18,Healthy,Up to Date
1016,662,2019-07-18,Needs Care,Up to Date
1017,463,2019-07-19,Healthy,Up to Date
1018,630,2019-07-19,Healthy,Up to Date
1019,649,2019-07-19,Healthy,Up to Date
1020,412,2019-07-20,Healthy,Up to Date
1021,1227,2019-07-20,Needs Care,Needs Update
1022,78,2019-07-21,Needs Care,Up to Date
1023,569,2019-07-21,Healthy,Up to Date
1024,1149,2019-07-21,Healthy,Up to Date
1025,1603,2019-07-21,Needs Care,Up to Date
1026,129,2019-07-24,Healthy,Up to Date
1027,1819,2019-07-24,Needs Care,Up to Date
1028,1303,2019-07-25,Healthy,Up to Date
1029,634,2019-07-26,Needs Care,Needs Update
1030,545,2019-07-27,Healthy,Up to Date
1031,1253,2019-07-27,Needs Care,Needs Update
1032,1274,2019-07-27,Needs Care,Up to Date
1033,1528,2019-07-28,Under Observation,Up to Date
1034,657,2019-07-29,Healthy,Up to Date
1035,989,2019-07-30,Needs Care,Needs Update
1036,1016,2019-07-30,Special Attention,Up to Date
1037,1703,2019-07-30,Healthy,Up to Date
1038,248,2019-08-01,Healthy,Up to Date
1039,252,2019-08-01,Healthy,Up to Date
1040,323,2019-08-01,Healthy,Up to Date
1041,619,2019-08-01,Healthy,Up to Date
1042,700,2019-08-01,Needs Care,Up to Date
1043,752,2019-08-01,Healthy,Up to Date
1044,825,2019-08-01,Healthy,Up to Date
1045,1577,2019-08-01,Needs Care,Up to Date
1046,1659,2019-08-01,Needs Care,Up to Date
1047,1824,2019-08-01,Under Observation,Up to Date
1048,1840,2019-08-01,Healthy,Up to Date
1049,1988,2019-08-01,Healthy,Up to Date
1050,1999,2019-08-01,Healthy,Up to Date
1051,659,2019-08-02,Needs Care,Needs Update
1052,682,2019-08-02,Needs Care,Up to Date
1053,1371,2019-08-03,Special Attention,Up to Date
1054,647,2019-08-04,Healthy,Up to Date
1055,1121,2019-08-04,Healthy,Up to Date
1056,418,2019-08-05,Healthy,Up to Date
1057,591,2019-08-05,Healthy,Up to Date
1058,816,2019-08-05,Under Observation,Up to Date
1059,1045,2019-08-05,Healthy,Up to Date
1060,971,2019-08-06,Special Attention,Up to Date
1061,449,2019-08-07,Under Observation,Up to Date
1062,1260,2019-08-07,Healthy,Needs Update
1063,1263,2019-08-08,Healthy,Up to Date
1064,1735,2019-08-09,Needs Care,Up to Date
1065,1588,2019-08-11,Healthy,Up to Date
1066,1808,2019-08-11,Healthy,Needs Update
1067,347,2019-08-12,Needs Care,Up to Date
1068,1606,2019-08-12,Healthy,Up to Date
1069,1928,2019-08-12,Healthy,Up to Date
1070,223,2019-08-13,Healthy,Up to Date
1071,536,2019-08-13,Healthy,Up to Date
1072,1519,2019-08-13,Needs Care,Up to Date
1073,1704,2019-08-13,Needs Care,Up to Date
1074,343,2019-08-14,Healthy,Up to Date
1075,360,2019-08-14,Healthy,Up to Date
1076,452,2019-08-14,Healthy,Up to Date
1077,462,2019-08-15,Healthy,Up to Date
1078,928,2019-08-15,Healthy,Up to Date
1079,231,2019-08-16,Needs Care,Up to Date
1080,352,2019-08-16,Healthy,Up to Date
1081,1863,2019-08-16,Healthy,Up to Date
1082,581,2019-08-17,Under Observation,Up to Date
1083,242,2019-08-18,Needs Care,Up to Date
1084,664,2019-08-18,Healthy,Up to Date
1085,68,2019-08-19,Needs Care,Up to Date
1086,973,2019-08-19,Healthy,Up to Date
1087,1164,2019-08-19,Healthy,Up to Date
1088,756,2019-08-20,Healthy,Needs Update
1089,986,2019-08-20,Needs Care,Needs Update
1090,1862,2019-08-20,Needs Care,Up to Date
1091,1735,2019-08-21,Healthy,Up to Date
1092,857,2019-08-23,Healthy,Up to Date
1093,1243,2019-08-23,Healthy,Up to Date
1094,1363,2019-08-23,Healthy,Up to Date
1095,1918,2019-08-23,Healthy,Up to Date
1096,1044,2019-08-24,Healthy,Up to Date
1097,1103,2019-08-24,Healthy,Up to Date
1098,1583,2019-08-24,Special Attention,Up to Date
1099,1730,2019-08-24,Healthy,Up to Date
1100,1828,2019-08-25,Special Attention,Up to Date
1101,1654,2019-08-26,Healthy,Up to Date
1102,1108,2019-08-28,Needs Care,Up to Date
1103,1111,2019-08-28,Needs Care,Up to Date
1104,1618,2019-08-28,Needs Care,Needs Update
1105,421,2019-08-29,Needs Care,Up to Date
1106,866,2019-08-31,Healthy,Up to Date
1107,1599,2019-08-31,Healthy,Up to Date
1108,77,2019-09-01,Healthy,Up to Date
1109,100,2019-09-01,Healthy,Up to Date
1110,537,2019-09-01,Healthy,Up to Date
1111,585,2019-09-01,Needs Care,Up to Date
1112,847,2019-09-01,Healthy,Up to Date
1113,931,2019-09-01,Needs Care,Up to Date
1114,1356,2019-09-01,Healthy,Up to Date
1115,1370,2019-09-01,Healthy,Up to Date
1116,1391,2019-09-01,Needs Care,Up to Date
1117,1493,2019-09-01,Under Observation,Up to Date
1118,1720,2019-09-01,Healthy,Up to Date
1119,40,2019-09-02,Healthy,Needs Update
