pet_id,pet_name,species_id,subspecies_id,age_dec_2023,year_of_birth,arrival_date,gender,aggressiveness,adopted_status
1440, Digger,3,35,10,8/1/2013,3/9/2023,Male,High,Adopted
1441,Dagger,6,58,3,11/1/2020,11/1/2020,Male,Low,Adopted
1442,Slate,2,14,9,10/1/2014,12/12/2022,Male,Medium,Adopted
1443,Chessie,3,40,7,7/1/2016,6/25/2022,Female,High,Adopted
1444,Sirius,2,14,6,6/1/2017,1/21/2023,Male,Low,Adopted
1445, Leia,3,33,6,8/1/2017,4/10/2020,Female,High,Adopted
1446,Chino,3,33,12,11/1/2011,12/1/2019,Female,Medium,Adopted
1447,Darwin,3,40,13,3/1/2010,2/20/2022,Male,High,Adopted
1448,Bubbles,9,70,4,10/1/2019,4/1/2020,Male,Low,Adopted
1449,Vlad,11,83,77,5/1/1946,11/3/2018,Male,Medium,Not Adopted
1450,Wolfgang,3,27,6,5/1/2017,2/6/2022,Male,High,Adopted
1451,Bubbles,3,39,5,5/1/2018,6/11/2019,Female,High,Adopted
1452, Buck,2,6,2,7/1/2021,7/1/2021,Male,Medium,Adopted
1453,0,3,30,1,7/1/2022,11/1/2022,Female,Low,Adopted
1454,Akira,5,52,6,5/1/2017,6/18/2021,Male,Medium,Not Adopted
1455, Boss,3,42,11,7/1/2012,7/16/2021,Male,Medium,Adopted
1456, Sugar,3,27,8,9/1/2015,9/5/2018,Female,Medium,Adopted
1457,Sariah,8,69,10,6/1/2013,5/19/2018,Female,Low,Adopted
1458,Lark,3,39,2,5/1/2021,5/1/2021,Male,Medium,Not Adopted
1459, Fido,9,74,9,1/1/2014,1/1/2020,Male,High,Adopted
1460,Woody,2,23,5,12/1/2018,10/26/2022,Male,Low,Adopted
1461, Lulu,2,19,5,9/1/2018,7/27/2020,Female,High,Adopted
1462,Tessa,3,27,4,10/1/2019,8/29/2020,Female,High,Not Adopted
1463, Jade,2,24,12,11/1/2011,6/27/2023,Female,Low,Adopted
1464, Foxy,4,45,1,10/1/2022,1/1/2023,Female,Low,Adopted
1465,Emira,3,36,9,8/1/2014,10/11/2023,Female,High,Adopted
1466, Alec,11,80,52,5/1/1971,9/30/2018,Male,High,Not Adopted
1467, Dodge,1,1,10,12/1/2013,2/27/2022,Male,High,Adopted
1468,Aristotle,2,14,13,2/1/2010,9/6/2023,Male,Low,Adopted
1469,Elva,3,39,2,8/1/2021,8/1/2021,Female,Medium,Adopted
1470,Quigley,2,15,19,4/1/2004,11/15/2021,Male,Medium,Adopted
1471, Misty,4,46,2,2/1/2021,6/1/2021,Female,High,Not Adopted
1472,Blueberry,2,7,11,8/1/2012,10/19/2020,Female,Low,Adopted
1473, Chilli,2,17,18,7/1/2005,5/29/2021,Male,Low,Adopted
1474, Hope,3,25,7,12/1/2016,3/26/2023,Female,Medium,Not Adopted
1475,Pablo,3,25,4,8/1/2019,8/27/2023,Male,Low,Not Adopted
1476,Butch,4,46,2,11/1/2021,3/1/2022,Male,Medium,Not Adopted
1477,Snickers,3,27,2,1/1/2021,7/1/2021,Male,Medium,Adopted
1478,Glisten,2,11,2,9/1/2021,9/1/2021,Female,High,Not Adopted
1479, Brulee,3,40,11,5/1/2012,10/15/2023,Female,High,Adopted
1480,Dingo,3,26,8,11/1/2015,8/24/2020,Male,High,Not Adopted
1481,Aristotle,1,5,1,3/1/2022,5/1/2022,Male,High,Not Adopted
1482, Alaska,10,79,19,1/1/2004,5/20/2020,Female,Medium,Adopted
1483, Campbell,2,11,14,7/1/2009,2/7/2023,Male,Low,Adopted
1484, Remi,2,15,1,2/1/2022,3/1/2022,Female,High,Adopted
1485,Cassia,7,63,4,10/1/2019,2/1/2020,Female,Low,Adopted
1486,0,2,9,19,3/1/2004,7/5/2017,Female,Low,Adopted
1487,Krypton,5,6,3,12/1/2020,8/17/2023,Male,Medium,Not Adopted
1488, Fiddlesticks,2,6,2,11/1/2021,5/1/2022,Female,High,Adopted
1489, Tyson,5,53,2,7/1/2021,10/1/2021,Male,Low,Not Adopted
1490, Finnegan,4,48,4,8/1/2019,11/1/2023,Male,Low,Not Adopted
1491,Gaea,2,7,20,1/1/2003,2/27/2018,Female,Medium,Adopted
1492, Dilly,3,39,5,12/1/2018,11/2/2022,Female,Low,Adopted
1493, Layla,8,66,11,2/1/2012,6/16/2018,Female,Medium,Adopted
1494, Fable,3,37,14,7/1/2009,12/19/2018,Male,Low,Not Adopted
1495,Enid,1,3,1,7/1/2022,7/1/2022,Female,Low,Not Adopted
1496, Gummy,3,30,9,5/1/2014,4/8/2023,Female,Low,Not Adopted
1497, Alfalfa,3,38,15,10/1/2008,11/5/2021,Male,Low,Adopted
1498,Pharaoh,3,31,1,10/1/2022,2/1/2023,Male,Medium,Not Adopted
1499,Jojo,2,11,7,11/1/2016,12/31/2022,Male,Medium,Adopted
1500,Kanye,3,34,12,2/1/2011,7/18/2018,Male,High,Adopted
1501, Sprinkles,3,27,1,3/1/2022,3/1/2022,Female,High,Adopted
1502,Weston,3,34,4,5/1/2019,5/1/2019,Male,High,Not Adopted
1503,Hunter,3,29,13,6/1/2010,4/12/2018,Male,Low,Adopted
1504,Lace,2,9,15,1/1/2008,9/5/2017,Female,Low,Adopted
1505, Atticus,5,53,3,3/1/2020,6/1/2020,Male,Medium,Not Adopted
1506, Romeo,5,53,3,10/1/2020,3/1/2021,Male,Low,Adopted
1507,Mia,3,44,12,11/1/2011,1/11/2020,Female,Medium,Adopted
1508, Greta,3,34,1,3/1/2022,3/1/2022,Female,High,Adopted
1509,Knight,2,17,6,2/1/2017,4/5/2018,Male,Low,Adopted
1510, Teddy,2,6,6,3/1/2017,7/19/2020,Male,High,Adopted
1511,Dagger,2,19,1,3/1/2022,7/1/2022,Male,High,Adopted
1512,Xerxes,3,25,14,4/1/2009,12/4/2019,Male,Low,Adopted
1513, Hank,6,59,3,3/1/2020,7/15/2020,Male,Medium,Adopted
1514,Zuzu,5,51,4,10/1/2019,3/1/2020,Male,Medium,Adopted
1515, Dax,3,33,14,4/1/2009,7/24/2021,Male,High,Adopted
1516, Chilli,3,32,5,5/1/2018,11/1/2023,Male,High,Adopted
1517,Nene,5,6,2,6/1/2021,3/15/2023,Female,High,Not Adopted
1518, Arnold,3,31,15,2/1/2008,3/11/2018,Male,Medium,Adopted
1519, Funky,2,7,18,4/1/2005,8/13/2017,Male,Low,Adopted
1520, Rocky,2,11,17,5/1/2006,3/14/2018,Male,Medium,Adopted
1521, Gracie,10,76,11,3/1/2012,7/26/2020,Female,High,Adopted
1522, Freya,2,17,16,8/1/2007,8/9/2020,Female,Low,Adopted
1523, Dakota,5,50,6,6/1/2017,8/28/2022,Female,Low,Adopted
1524,Belinda,3,39,1,9/1/2022,11/1/2022,Female,Medium,Not Adopted
1525, Thunder,10,76,6,5/1/2017,11/7/2018,Male,High,Adopted
1526,Lucia,5,6,5,12/1/2018,11/5/2020,Female,Medium,Adopted
1527,Mitzi,2,11,6,11/1/2017,11/30/2019,Female,Low,Adopted
1528, Gremlin,3,29,14,3/1/2009,1/28/2019,Male,Medium,Adopted
1529,Meadow,3,44,3,12/1/2020,2/1/2021,Female,Low,Adopted
1530,Sofia,2,12,5,3/1/2018,9/19/2022,Female,Medium,Adopted
1531, Norman,3,35,13,12/1/2010,6/26/2020,Male,High,Adopted
1532,Juke,6,59,1,12/1/2022,12/1/2022,Male,Medium,Adopted
1533, Pluto,3,35,14,2/1/2009,6/9/2022,Male,Medium,Adopted
1534,Alaric,5,52,4,11/1/2019,5/1/2020,Male,Medium,Adopted
1535,Leather,5,6,7,1/1/2016,10/12/2018,Male,High,Adopted
1536,Bumble,4,47,5,8/1/2018,8/17/2022,Male,Low,Not Adopted
1537, Ava,3,41,15,8/1/2008,9/30/2022,Female,Low,Adopted
1538,Trix,3,39,11,8/1/2012,12/26/2017,Female,Low,Not Adopted
1539,Corsair,3,41,10,4/1/2013,10/20/2017,Male,Low,Adopted
1540, Shiloh,3,26,14,2/1/2009,11/13/2019,Male,Low,Not Adopted
1541,Weston,6,58,1,4/1/2022,4/1/2022,Male,High,Adopted
1542,Winsome,6,55,2,6/1/2021,10/1/2021,Female,Low,Adopted
1543,Gretchen,6,55,1,12/1/2022,12/1/2022,Female,Medium,Adopted
1544,Viva,4,49,5,5/1/2018,6/3/2020,Female,Low,Not Adopted
1545,Mars,2,20,9,4/1/2014,11/13/2019,Male,Low,Not Adopted
1546, Homer,5,52,1,12/1/2022,4/1/2023,Male,Low,Adopted
1547, Bernard,4,46,3,3/1/2020,11/20/2021,Male,High,Not Adopted
1548, Rowdy,2,19,1,4/1/2022,10/1/2022,Male,Medium,Adopted
1549, Archer,2,11,1,3/1/2022,3/1/2022,Male,Medium,Adopted
1550,Yukon,3,26,1,2/1/2022,4/1/2022,Male,High,Adopted
1551,Clive,1,5,3,10/1/2020,10/1/2020,Male,Low,Not Adopted
1552,Nevaeh,3,39,15,5/1/2008,4/10/2022,Female,Low,Not Adopted
1553, Duke,5,51,4,9/1/2019,3/1/2020,Male,Low,Not Adopted
1554,Savage,3,28,8,11/1/2015,7/15/2023,Male,Medium,Adopted
1555, Buck,2,19,3,2/1/2020,6/1/2020,Male,Medium,Adopted
1556, Jacob,3,44,2,7/1/2021,7/1/2021,Male,Medium,Adopted
1557,Wilder,3,28,5,1/1/2018,12/23/2022,Male,Low,Adopted
1558, Albie,4,46,4,5/1/2019,10/18/2019,Female,Medium,Adopted
1559,Curly,2,12,2,11/1/2021,4/1/2022,Male,High,Adopted
1560,Corky,2,22,7,3/1/2016,11/21/2020,Male,High,Adopted
1561,Blondie,3,27,1,5/1/2022,5/1/2022,Female,High,Not Adopted
1562, Alfons,3,40,6,11/1/2017,11/27/2021,Male,Medium,Adopted
1563,Attila,2,17,12,7/1/2011,1/8/2022,Male,Low,Adopted
1564,Zico,2,23,5,3/1/2018,8/21/2023,Male,High,Not Adopted
1565,Amethyst,2,7,1,5/1/2022,8/1/2022,Female,High,Adopted
1566, Flicka,3,29,13,2/1/2010,11/25/2018,Female,Low,Adopted
1567,Weston,8,68,35,5/1/1988,4/7/2021,Male,High,Adopted
1568,Tails,2,6,2,9/1/2021,10/1/2021,Male,Medium,Adopted
1569,Hyacinth,9,73,2,1/1/2021,1/1/2021,Female,Medium,Adopted
1570, Scout,3,26,14,6/1/2009,1/19/2023,Male,Medium,Adopted
1571,Patti,2,7,18,12/1/2005,10/27/2019,Female,Medium,Adopted
1572,Buzzard,5,6,3,11/1/2020,11/1/2020,Male,High,Not Adopted
1573,Sunshine,8,69,11,12/1/2012,6/2/2019,Female,Medium,Not Adopted
1574,Tabasco,3,34,13,9/1/2010,4/7/2023,Male,Medium,Adopted
1575,Yeti,5,50,4,1/1/2019,3/13/2022,Female,Low,Not Adopted
1576,Eve,2,13,3,8/1/2020,8/1/2020,Female,Low,Adopted
1577,Baron,5,50,4,6/1/2019,8/1/2019,Male,Low,Adopted
1578, Ashby,2,7,19,10/1/2004,4/9/2022,Male,High,Adopted
1579,Ivory,3,43,11,11/1/2012,1/14/2019,Male,Low,Adopted
1580, Mack,3,32,5,9/1/2018,6/18/2019,Male,Low,Adopted
1581,Tisha,2,20,10,10/1/2013,11/13/2017,Female,Low,Adopted
1582, Oakley,3,36,3,3/1/2020,3/1/2020,Male,Medium,Adopted
1583, Davy,3,33,11,9/1/2012,2/24/2019,Male,Low,Adopted
1584,Teton,1,1,3,3/1/2020,12/3/2023,Male,Medium,Not Adopted
1585, Thunder,5,6,5,1/1/2018,10/18/2022,Male,High,Adopted
1586, Taffy,3,27,13,3/1/2010,3/2/2020,Female,Medium,Adopted
1587,Aragon,2,13,12,2/1/2011,4/4/2019,Male,Medium,Adopted
1588, Fiona,3,36,15,11/1/2008,8/11/2018,Female,High,Adopted
1589,Betsy,3,28,14,4/1/2009,3/10/2018,Female,Medium,Adopted
1590,Twilight,3,35,2,7/1/2021,7/15/2023,Female,High,Not Adopted
1591,Venom,3,35,7,5/1/2016,1/24/2018,Male,Medium,Adopted
1592,Corsair,2,14,5,7/1/2018,7/1/2018,Male,High,Adopted
1593, Bubba,3,34,1,12/1/2022,6/1/2023,Male,High,Adopted
1594,Avalon,6,56,1,3/1/2022,3/1/2022,Female,Medium,Adopted
1595,Kangaroo,5,53,7,8/1/2016,3/26/2018,Male,Medium,Not Adopted
1596,Halo,1,3,7,10/1/2016,4/11/2017,Female,Low,Not Adopted
1597,Leroy,2,19,11,1/1/2012,5/11/2021,Male,High,Adopted
1598,Roy,9,73,1,10/1/2022,10/1/2022,Male,Medium,Adopted
1599,Blue,1,2,5,7/1/2018,8/31/2018,Male,Low,Not Adopted
1600,Watson,3,33,3,1/1/2020,1/1/2020,Male,Medium,Adopted
1601,Baron,1,3,2,7/1/2021,7/1/2021,Male,Low,Not Adopted
1602, Gromit,8,69,19,9/1/2004,1/30/2020,Male,Low,Not Adopted
1603,Zyrie,7,62,6,10/1/2017,11/7/2018,Female,Low,Adopted
1604, Coconut,2,18,2,8/1/2021,10/1/2021,Female,Low,Adopted
1605,Curly,3,33,14,8/1/2009,10/1/2018,Male,Medium,Adopted
1606,Honeybee,2,16,8,6/1/2015,8/12/2019,Female,Medium,Adopted
1607,Cruzito,2,23,12,2/1/2011,1/10/2020,Male,Low,Adopted
1608,Lena,4,46,5,7/1/2018,7/26/2021,Female,Low,Adopted
1609,Panda,4,46,3,5/1/2020,5/1/2020,Male,Medium,Not Adopted
1610,Ninny,3,41,3,6/1/2020,11/1/2020,Female,High,Adopted
1611, Xander,2,22,4,2/1/2019,9/13/2019,Male,Low,Adopted
1612,Kya,3,35,14,7/1/2009,4/29/2017,Female,High,Not Adopted
1613, Tilly,2,21,5,6/1/2018,8/17/2023,Female,Medium,Adopted
1614,Phoebe,3,32,13,9/1/2010,8/4/2022,Female,Medium,Adopted
1615, Ginny,2,22,3,8/1/2020,6/8/2023,Female,Low,Adopted
1616, Wombat,3,38,9,11/1/2014,7/3/2019,Male,Low,Adopted
1617,Sariah,2,16,11,5/1/2012,12/3/2020,Female,Medium,Adopted
1618, Anakin,3,30,9,9/1/2014,8/30/2017,Male,Low,Adopted
1619, Audrey,2,24,4,1/1/2019,6/25/2021,Female,Low,Adopted
1620,Gizmo,3,26,7,8/1/2016,7/15/2021,Male,Medium,Not Adopted
1621, Basil,4,47,5,7/1/2018,10/14/2023,Male,Low,Not Adopted
1622, Chilli,2,6,1,7/1/2022,7/1/2022,Male,High,Adopted
1623, Benny,2,13,8,5/1/2015,6/5/2020,Male,Low,Adopted
1624,Odin,2,19,9,10/1/2014,1/11/2019,Male,High,Adopted
1625,Champ,6,56,1,5/1/2022,7/1/2022,Male,Low,Adopted
1626,Cajun,3,28,3,7/1/2020,7/1/2020,Male,Low,Adopted
1627, Buzz,2,24,4,2/1/2019,1/3/2020,Male,Low,Not Adopted
1628, Finn,3,37,12,11/1/2011,10/5/2022,Male,Low,Adopted
1629, Arbor,3,33,7,12/1/2016,2/6/2022,Male,High,Adopted
1630, Marshall,2,16,1,11/1/2022,2/1/2023,Male,Low,Not Adopted
1631,Starfox,3,31,14,11/1/2009,9/7/2023,Male,Medium,Adopted
1632,Blythe,3,27,14,10/1/2009,11/24/2018,Female,Medium,Adopted
1633, Chomp,1,1,1,10/1/2022,10/1/2022,Male,Medium,Adopted
1634, Tofu,2,10,15,9/1/2008,2/19/2022,Male,Low,Adopted
1635,Shadow,3,26,6,12/1/2017,3/1/2018,Male,Low,Adopted
1636,Fintan,3,37,2,7/1/2021,7/1/2021,Male,Low,Adopted
1637, Echo,3,26,4,2/1/2019,8/4/2020,Female,Medium,Adopted
1638,Flintstone,1,2,9,3/1/2014,12/2/2017,Male,Low,Not Adopted
1639, Della,5,6,2,2/1/2021,5/1/2021,Female,Medium,Not Adopted
1640,Tracker,4,46,4,10/1/2019,4/1/2020,Male,Medium,Adopted
1641,Zephyr,2,7,17,6/1/2006,6/8/2023,Female,Low,Adopted
1642,Dutch,3,44,2,5/1/2021,5/1/2021,Male,Low,Adopted
1643, Jellybean,9,73,9,9/1/2014,6/30/2017,Female,Low,Adopted
1644,Savage,2,14,1,3/1/2022,3/1/2022,Male,Low,Adopted
1645,Cruz,3,42,5,5/1/2018,5/1/2018,Male,Low,Adopted
1646, Chapo,3,33,15,8/1/2008,4/23/2023,Male,Medium,Not Adopted
1647, Atreyu,2,12,6,2/1/2017,1/30/2020,Male,Low,Adopted
1648, Bailey,2,8,6,4/1/2017,4/26/2019,Female,Low,Adopted
1649,Tansy,3,39,6,1/1/2017,1/7/2022,Female,High,Adopted
1650, Champ,3,32,7,8/1/2016,9/7/2023,Male,Low,Adopted
1651, Bramble,5,50,3,1/1/2020,1/1/2020,Male,Low,Not Adopted
1652, Goliath,3,35,8,5/1/2015,2/11/2018,Male,Medium,Adopted
1653, Bessie,3,32,10,11/1/2013,3/18/2022,Female,Low,Not Adopted
1654,Phoebe,3,38,13,5/1/2010,8/26/2018,Female,Low,Adopted
1655,Sherlock,3,33,8,4/1/2015,3/26/2023,Male,Medium,Adopted
1656, Oakley,3,33,12,3/1/2011,11/21/2020,Male,Medium,Adopted
1657, Aida,3,35,10,6/1/2013,7/31/2023,Female,Medium,Adopted
1658,Chevy,5,53,2,10/1/2021,2/1/2022,Male,High,Not Adopted
1659,Yeti,4,46,5,8/1/2018,8/1/2018,Female,High,Not Adopted
1660, Shiloh,5,51,4,5/1/2019,10/1/2019,Male,Low,Adopted
1661,Tobias,5,50,5,10/1/2018,2/1/2021,Male,Low,Not Adopted
1662, Arabella,2,6,2,3/1/2021,3/1/2021,Female,High,Adopted
1663, Boots,4,45,5,4/1/2018,1/8/2022,Male,Medium,Not Adopted
1664,Lucille,3,28,6,10/1/2017,10/1/2017,Female,Medium,Adopted
1665,Aspen,5,6,3,11/1/2020,2/1/2021,Female,High,Not Adopted
1666, Beatrice,1,1,1,10/1/2022,3/1/2023,Female,Medium,Adopted
1667,Teton,7,61,1,6/1/2022,11/1/2022,Male,Low,Adopted
1668,Tink,3,32,8,1/1/2015,8/27/2021,Female,High,Adopted
1669,Ducky,2,21,3,2/1/2020,6/16/2021,Female,Low,Adopted
1670, Penelope,3,41,3,2/1/2020,10/13/2022,Female,Low,Adopted
1671,Fiona,2,20,6,1/1/2017,9/17/2022,Female,Low,Adopted
1672,Fergus,3,31,9,12/1/2014,10/8/2017,Male,Medium,Adopted
1673,Boomerang,3,42,11,11/1/2012,5/25/2022,Male,Low,Adopted
1674,Hadley,2,23,2,12/1/2021,1/1/2022,Female,High,Adopted
1675, Felicity,3,29,14,6/1/2009,1/23/2023,Female,Low,Not Adopted
1676,Chara,3,38,4,6/1/2019,2/16/2021,Female,Low,Adopted
1677, Flip,2,17,3,11/1/2020,11/23/2023,Male,Low,Adopted
1678, Remi,2,7,3,1/1/2020,7/23/2023,Male,Low,Adopted
1679, Abbie,3,43,5,5/1/2018,1/6/2021,Female,Low,Adopted
1680, Dolly,3,37,9,5/1/2014,11/15/2019,Female,Medium,Adopted
1681,Shadowfax,11,81,18,2/1/2005,8/28/2020,Male,Low,Adopted
1682,Eloise,3,38,14,8/1/2009,12/1/2021,Female,Low,Adopted
1683, Doug,3,26,10,12/1/2013,9/13/2022,Male,Low,Adopted
1684, Casey,3,42,5,1/1/2018,12/27/2020,Male,Medium,Adopted
1685, Nimbus,4,49,2,5/1/2021,8/1/2021,Male,Medium,Not Adopted
1686, Betty,2,15,2,7/1/2021,7/1/2021,Female,High,Adopted
1687, Ace,3,26,8,6/1/2015,3/10/2020,Male,Medium,Adopted
1688, Davy,5,51,2,2/1/2021,7/1/2021,Male,High,Not Adopted
1689, Buddy,2,22,13,8/1/2010,7/4/2020,Male,High,Adopted
1690,Foxy,3,26,13,8/1/2010,10/17/2020,Female,Medium,Adopted
1691, Gabi,2,12,19,5/1/2004,5/25/2023,Female,Medium,Adopted
1692, Lacy,8,69,19,9/1/2004,1/9/2018,Female,High,Not Adopted
1693, Rain,6,56,1,6/1/2022,12/1/2022,Female,Low,Adopted
1694,Zara,3,26,1,1/1/2022,1/1/2022,Female,Medium,Adopted
1695, Brookie,3,32,1,5/1/2022,8/1/2022,Female,Low,Adopted
1696,Dahlia,2,20,7,5/1/2016,3/30/2023,Female,Low,Adopted
1697, Flint,6,55,1,3/1/2022,5/1/2022,Male,Medium,Adopted
1698, Buck,3,33,1,2/1/2022,4/1/2022,Male,Low,Adopted
1699, Cosmo,2,24,6,11/1/2017,12/1/2017,Male,Medium,Adopted
1700, Slinky,3,43,7,9/1/2016,4/13/2018,Male,Low,Adopted
1701,Maple,3,39,14,1/1/2009,12/12/2020,Male,High,Adopted
1702, Hank,3,29,15,11/1/2008,4/20/2023,Male,Medium,Adopted
1703,Nitro,2,7,11,5/1/2012,1/30/2019,Male,Medium,Adopted
1704,Gimli,2,15,7,2/1/2016,8/13/2019,Male,Medium,Adopted
1705,Fawn,3,28,4,7/1/2019,8/11/2021,Female,High,Adopted
1706, Barley,3,41,6,8/1/2017,11/1/2017,Male,Medium,Adopted
1707, Smokey,3,42,3,6/1/2020,5/9/2023,Male,Medium,Adopted
1708,Nirvana,1,3,5,6/1/2018,2/5/2019,Female,Low,Not Adopted
1709,Olive,3,33,1,7/1/2022,11/1/2022,Female,High,Adopted
1710, Lala,7,62,15,2/1/2008,5/15/2019,Female,Low,Adopted
1711, Nelly,3,30,3,9/1/2020,9/1/2020,Female,Low,Adopted
1712, Summer,2,21,14,2/1/2009,4/2/2017,Female,Low,Adopted
1713, Boots,3,33,12,5/1/2011,11/7/2018,Male,High,Adopted
1714, Romeo,3,34,7,5/1/2016,5/11/2018,Male,High,Not Adopted
1715,Jack,2,15,1,12/1/2022,3/1/2023,Male,Medium,Adopted
1716, Stella,3,30,10,10/1/2013,3/4/2021,Female,Low,Adopted
1717, Taffy,5,50,7,6/1/2016,12/13/2020,Female,Low,Not Adopted
1718, Barley,2,9,17,5/1/2006,9/3/2017,Male,Low,Adopted
1719,Lennon,3,39,8,11/1/2015,1/5/2021,Male,Medium,Adopted
1720, Leia,3,38,5,9/1/2018,9/1/2018,Female,Low,Adopted
1721,Kanye,2,12,5,1/1/2018,4/13/2023,Male,Low,Adopted
1722,Norm,9,72,9,11/1/2014,3/29/2017,Male,Low,Adopted
1723,Reno,3,39,12,1/1/2011,7/18/2023,Male,Low,Adopted
1724,Arya,1,1,6,11/1/2017,8/13/2023,Female,Medium,Not Adopted
1725,Frankie,6,57,1,4/1/2022,9/5/2023,Female,Medium,Adopted
1726,Mabel,2,8,5,9/1/2018,12/1/2018,Female,Low,Adopted
1727,Teton,3,41,2,5/1/2021,5/1/2021,Male,High,Adopted
1728,Aristotle,4,45,4,12/1/2019,9/26/2022,Male,Low,Not Adopted
1729, Yukon,3,40,2,1/1/2021,1/1/2021,Male,High,Not Adopted
1730,Loki,2,20,13,8/1/2010,8/24/2017,Male,Low,Adopted
1731, Phoebe,4,47,5,7/1/2018,7/1/2018,Female,Low,Not Adopted
1732,Zico,2,17,5,2/1/2018,3/21/2021,Male,Low,Adopted
1733,Frankie,3,40,1,5/1/2022,10/1/2022,Female,Medium,Not Adopted
1734, Grace,3,32,2,9/1/2021,10/1/2021,Female,Low,Adopted
1735, Boomer,3,38,6,3/1/2017,8/9/2019,Male,Low,Adopted
1736, Maddie,2,19,3,9/1/2020,9/1/2020,Female,High,Adopted
1737, Nibbler,4,46,2,11/1/2021,2/1/2022,Male,Low,Adopted
1738, Ashby,1,2,7,2/1/2016,4/8/2023,Male,Low,Not Adopted
1739,Yeti,3,43,9,5/1/2014,10/14/2021,Male,Low,Not Adopted
1740,Clifford,6,58,1,6/1/2022,6/1/2022,Male,Low,Adopted
1741,Vanilla,4,45,5,3/1/2018,3/1/2018,Female,Low,Not Adopted
1742, Spike,3,44,1,2/1/2022,2/9/2023,Male,Medium,Adopted
1743,Jinx,6,59,3,4/1/2020,4/1/2020,Male,Low,Adopted
1744,Zigzag,2,8,2,3/1/2021,3/1/2021,Male,Medium,Adopted
1745, Ernie,10,77,12,2/1/2011,10/17/2020,Male,Medium,Adopted
1746,Radar,3,41,3,11/1/2020,3/1/2021,Male,Low,Adopted
1747, Clementine,3,42,6,3/1/2017,1/26/2018,Female,Medium,Adopted
1748,Brielle,2,6,2,8/1/2021,8/1/2021,Female,High,Adopted
1749,Igor,6,58,3,4/1/2020,7/19/2022,Male,Low,Adopted
1750,Zephyr,1,3,2,11/1/2021,12/1/2022,Female,Low,Adopted
1751,Willoughby,2,20,6,10/1/2017,11/30/2023,Male,Low,Adopted
1752,Mirage,6,59,1,2/1/2022,2/1/2022,Female,Low,Adopted
1753,Raindrop,3,26,3,7/1/2020,7/1/2020,Female,Low,Adopted
1754, Jinx,10,79,10,11/1/2013,11/13/2021,Female,High,Adopted
1755, Curly,10,77,14,1/1/2009,2/8/2021,Male,Medium,Adopted
1756,Popsicle,2,18,9,8/1/2014,5/16/2021,Female,Medium,Adopted
1757, Marley,3,28,8,1/1/2015,12/9/2022,Male,High,Not Adopted
1758,Lucia,1,1,10,1/1/2013,4/8/2022,Female,Low,Adopted
1759,Pandora,9,73,6,10/1/2017,4/11/2018,Female,Low,Adopted
1760, Guinevere,7,61,1,9/1/2022,11/1/2022,Female,Low,Adopted
1761, Tucker,4,49,5,2/1/2018,5/28/2019,Male,Low,Adopted
1762,Pablo,3,28,3,7/1/2020,7/1/2020,Male,Low,Adopted
1763, Roxy,2,6,19,11/1/2004,6/30/2019,Female,Medium,Adopted
1764, Sunny,4,48,2,9/1/2021,9/1/2021,Male,Medium,Not Adopted
1765, Cal,1,3,1,3/1/2022,9/1/2022,Male,Low,Not Adopted
1766,Rhubarb,3,28,5,1/1/2018,5/1/2018,Male,Medium,Adopted
1767, Scooter,6,57,2,4/1/2021,5/1/2021,Male,Medium,Adopted
1768,Eve,7,64,7,3/1/2016,2/27/2019,Female,Low,Adopted
1769, Dash,3,40,5,10/1/2018,4/1/2019,Male,Medium,Adopted
1770, Howie,10,79,7,8/1/2016,3/1/2023,Male,Medium,Adopted
1771, Jasper,4,48,4,2/1/2019,5/1/2019,Male,Low,Adopted
1772,Solo,3,39,1,6/1/2022,10/1/2022,Male,Medium,Adopted
1773,Cadence,3,31,2,11/1/2021,11/1/2021,Female,Low,Adopted
1774,Ygritte,4,45,2,1/1/2021,4/1/2021,Female,High,Adopted
1775,Emme,3,26,11,9/1/2012,12/5/2017,Female,Low,Adopted
1776,Scooter,2,23,11,5/1/2012,11/12/2022,Male,Medium,Adopted
1777,Rocky,5,53,4,10/1/2019,4/1/2020,Male,Medium,Adopted
1778, Fiddlesticks,3,37,4,1/1/2019,3/1/2019,Female,High,Adopted
1779, Odin,2,11,13,9/1/2010,11/2/2018,Male,High,Adopted
1780,Abe,2,11,1,11/1/2022,3/1/2023,Male,High,Adopted
1781,Zynae,2,24,4,11/1/2019,2/1/2020,Female,Low,Adopted
1782, Felicity,1,4,5,12/1/2018,12/1/2018,Female,High,Not Adopted
1783, Storm,3,42,15,7/1/2008,12/24/2023,Male,High,Adopted
1784,Kimber,2,17,16,3/1/2007,1/8/2022,Female,Low,Adopted
1785, Fable,6,59,1,8/1/2022,11/1/2022,Female,Low,Adopted
1786,Aslan,3,31,1,6/1/2022,9/1/2022,Male,Low,Adopted
1787, Ollie,8,67,13,9/1/2010,4/11/2017,Male,Low,Not Adopted
1788, Teddy,4,45,3,5/1/2020,7/1/2020,Male,Medium,Adopted
1789,Fairy,1,4,1,3/1/2022,3/1/2022,Female,High,Adopted
1790,Frosty,2,15,1,2/1/2022,2/1/2022,Male,Medium,Adopted
1791, Gable,3,36,15,3/1/2008,7/19/2020,Male,Medium,Adopted
1792, Wren,3,38,7,2/1/2016,3/2/2019,Female,Low,Adopted
1793,Rambo,4,45,3,8/1/2020,11/1/2020,Male,Medium,Adopted
